Geneid,bphP_light_mean_rpm,wt_light_mean_rpm,pvals,log2_FC,-log10_pval
PA14_00010,335.68774843710685,317.3945035936562,0.24783891957475412,0.08084273896192977,0.605830492837553
PA14_00020,557.3336129850122,577.105223863374,0.4012374215406535,-0.05029322452684741,0.39659856914435637
PA14_00030,317.32105063350315,367.7450202403008,0.2385795023936132,-0.2127625740776845,0.6223668715615006
PA14_00050,1340.682561856618,1370.152412851329,0.750691138105074,-0.03136869874748127,0.12453871094163654
PA14_00060,59.62347931198001,59.398068260904374,0.9545368394250395,0.005464553178744834,0.02020730577186375
PA14_00070,30.204222527641292,29.120951119504287,0.7876855311986803,0.05269277311478654,0.10364713190567992
PA14_00080,96.5291117738745,66.0188463839505,0.01740718580938042,0.5480861667966946,1.7592714348703935
PA14_00090,391.77397603992017,356.5111961716893,0.35897685406907504,0.1360741830091703,0.4449335527424079
PA14_00100,196.38430933552286,177.28802216869826,0.3816066200011999,0.14758459626183723,0.41838409988761344
PA14_00110,42.18492980465869,40.146198080571644,0.31009758585713126,0.07146433053575774,0.5085016147784993
PA14_00120,191.78337478862963,212.97620472866035,0.6755712346367477,-0.1512145878457188,0.17032885067073092
PA14_00130,28.5995514009351,24.79740508363483,0.4275855208362264,0.2058033506911743,0.36897700956100526
PA14_00140,12.693819519151022,14.112918784795681,0.11965291949800683,-0.15289014319238312,0.9220767002565138
PA14_00150,3.0672790495827655,3.299839678941165,0.7412530574030216,-0.10543647184651259,0.13003350231500257
PA14_00160,49.15658431951689,50.64004845098744,0.9072705752146109,-0.042894111613661134,0.04226317402203678
PA14_00170,125.73135072768999,102.00129255937172,0.3023146507350293,0.30175698900930276,0.5195408055869809
PA14_00180,92.75466606103562,83.89304261723164,0.6101341402526831,0.14486868638370964,0.21457467323983562
PA14_00190,82.67744137615854,80.41618765674757,0.8695041275720449,0.04000779875395171,0.06072835204251312
PA14_00200,88.03530262178474,84.85993939636103,0.5954175083007436,0.05299851909794508,0.22517839903661555
PA14_00210,245.5688621400653,229.47904821366535,0.059881165018200774,0.09776520029752955,1.2227097588290852
PA14_00230,3.2275929285424,1.9732173476356263,0.04418488601288781,0.7099084311641821,1.3547262610515787
PA14_00240,73.99455246657519,77.1083072007676,0.7040311849748269,-0.05946723280443571,0.15240810341111483
PA14_00250,113.506056507753,117.98045041010295,0.3460344990592674,-0.055778541917025824,0.46088060061714164
PA14_00280,154.392024934726,109.77150443629004,0.03367430065872116,0.4920946342445675,1.4727014148540383
PA14_00290,59.246165976027726,48.08828243348205,0.2292597717715647,0.30103639027931794,0.6396721442685189
PA14_00300,451.87752339325533,378.05365724835707,0.27456835210649255,0.2573407866867798,0.5613495228079608
PA14_00310,265.9998937861751,243.78016855074807,0.3724202863588217,0.1258449012001669,0.4289666702961323
PA14_00320,77.82008549293944,72.76415543487595,0.4435853145050067,0.09691462861390497,0.35302284019422964
PA14_00340,2.7720026000098703,4.828515930236354,0.1041293990656387,-0.8006509716287115,0.9824266379301603
PA14_00360,3.9216764453247692,6.283261460108306,0.02954820909102366,-0.6800429438596216,1.5294688364563676
PA14_00380,8.460994537383966,11.697743322523818,0.09638714772993905,-0.46733102568822926,1.0159808710980098
PA14_00400,27.546447195236514,26.989221714462712,0.7770439876552026,0.029482883317632796,0.1095543955424593
PA14_00410,35.080727583376095,37.81123881350652,0.6099150204702768,-0.10813644388735813,0.2147306710741224
